message_id,conversation_id,customer_text,intent,label_notes,review_status,provisional_intent,provisional_reason
2520924,2520923,"@SpotifyCares https://t.co/MZpACvldHc Eden link, incorrect album https://t.co/Yvkn7BvDSG",playlist_library_downloads,Human-approved unchanged suggestion. Matched signals for playlist_library_downloads: album.,HUMAN_REVIEWED,playlist_library_downloads,Matched signals for playlist_library_downloads: album.
351722,351720,@SpotifyCares Not a problem. Hopefully you'll fix it soon.,app_technical_issue,Human-approved unchanged suggestion. Matched signals for app_technical_issue: problem.,HUMAN_REVIEWED,app_technical_issue,Matched signals for app_technical_issue: problem.
2895463,2895462,"@SpotifyCares I didn't say it was your fault really, just want more of it available",feature_or_policy_information,Human-approved unchanged suggestion. Matched signals for feature_or_policy_information: available.,HUMAN_REVIEWED,feature_or_policy_information,Matched signals for feature_or_policy_information: available.
794685,794678,@SpotifyCares Thank you for your quick reply but panic over!! I’m logged in and enjoying the tunes once again 😎,account_access,Human-approved unchanged suggestion. Matched signals for account_access: logged.,HUMAN_REVIEWED,account_access,Matched signals for account_access: logged.
1846019,1846015,"@SpotifyCares Another month has gone by, pls give me news on the bugfix.. Spare me the PR bullshit pls",other_unclear,Human-approved unchanged suggestion. No taxonomy signal was detected; human review is required.,HUMAN_REVIEWED,other_unclear,No taxonomy signal was detected; human review is required.
2969638,2969634,@SpotifyCares 👍🏻😁,other_unclear,Human-approved unchanged suggestion. No taxonomy signal was detected; human review is required.,HUMAN_REVIEWED,other_unclear,No taxonomy signal was detected; human review is required.
1742968,1742963,"@SpotifyCares already tried. its just my account, plus not working on different browsers. when someone else logs in, their account does work...its so annoying haha",app_technical_issue,"Human-approved unchanged suggestion. Matched signals for app_technical_issue: work, working, not work.",HUMAN_REVIEWED,app_technical_issue,"Matched signals for app_technical_issue: work, working, not work."
2293463,2293460,@SpotifyCares i mean thankss,other_unclear,Human-approved unchanged suggestion. No taxonomy signal was detected; human review is required.,HUMAN_REVIEWED,other_unclear,No taxonomy signal was detected; human review is required.
1386928,1386927,@SpotifyCares I signed up! It took the €4.99 out of my account but I don’t have it can you look into for me ?,account_access,Human-approved unchanged suggestion. Matched signals for account_access: account.,HUMAN_REVIEWED,account_access,Matched signals for account_access: account.
777637,777634,@SpotifyCares The songs in my library.,playlist_library_downloads,Human-approved unchanged suggestion. Matched signals for playlist_library_downloads: library.,HUMAN_REVIEWED,playlist_library_downloads,Matched signals for playlist_library_downloads: library.
616783,616777,"@SpotifyCares Tried again.  Closed.  Opened.

No update.

Signed out.  Signed back in.

as I stated no big deal...just a bit annoying.

Thanks.",app_technical_issue,Human-approved unchanged suggestion. Matched signals for app_technical_issue: update.,HUMAN_REVIEWED,app_technical_issue,Matched signals for app_technical_issue: update.
2616777,2616776,"@SpotifyCares Windows 10, all the latest updates and drivers installed. Latest version of spotify as far as Im aware 1.0.67.582.g19436fa3 - it updated a day or two ago",device_platform_compatibility,Human-approved unchanged suggestion. Matched signals for device_platform_compatibility: windows.,HUMAN_REVIEWED,device_platform_compatibility,Matched signals for device_platform_compatibility: windows.
997163,997161,@SpotifyCares This https://t.co/nBPLTZTNw7,other_unclear,Human-approved unchanged suggestion. No taxonomy signal was detected; human review is required.,HUMAN_REVIEWED,other_unclear,No taxonomy signal was detected; human review is required.
1860236,1860229,"@SpotifyCares and it shows its stopped at the song, not pausing or so That happens to often and i see other too have the problem in the @115888 community",other_unclear,"Human-approved unchanged suggestion. Signals are tied between: playback_audio_issue, app_technical_issue; human review is required.",HUMAN_REVIEWED,other_unclear,"Signals are tied between: playback_audio_issue, app_technical_issue; human review is required."
1928444,1928443,"@SpotifyCares Well, this doesn't help me at all. I haven't updated the app and I'm in the middle of the amazon rainforest on a slow 4G connection",app_technical_issue,Human-approved unchanged suggestion. Matched signals for app_technical_issue: app.,HUMAN_REVIEWED,app_technical_issue,Matched signals for app_technical_issue: app.
599460,599459,@SpotifyCares  https://t.co/QMaxwq86l4,other_unclear,Human-approved unchanged suggestion. No taxonomy signal was detected; human review is required.,HUMAN_REVIEWED,other_unclear,No taxonomy signal was detected; human review is required.
2746304,2746303,"@SpotifyCares thanks sisters, i appreciate it 🤠",other_unclear,Human-approved unchanged suggestion. No taxonomy signal was detected; human review is required.,HUMAN_REVIEWED,other_unclear,No taxonomy signal was detected; human review is required.
318317,318316,@SpotifyCares the info sent are only about Groove Music... which is totally unrelated to my post... :/,playback_audio_issue,Human-approved unchanged suggestion. Matched signals for playback_audio_issue: music.,HUMAN_REVIEWED,playback_audio_issue,Matched signals for playback_audio_issue: music.
726813,726811,@SpotifyCares Yes. I tried registering for unidays found the institute but it said they weren't supported.,other_unclear,Human-approved unchanged suggestion. No taxonomy signal was detected; human review is required.,HUMAN_REVIEWED,other_unclear,No taxonomy signal was detected; human review is required.
1077071,1077069,@SpotifyCares It doesn’t crash but it plays an ad right directly after it says I’m getting my thirty minutes,app_technical_issue,Human-approved unchanged suggestion. Matched signals for app_technical_issue: crash.,HUMAN_REVIEWED,app_technical_issue,Matched signals for app_technical_issue: crash.
1346920,1346916,@SpotifyCares Private network through work. I have not had this issue and been using for a year,app_technical_issue,"Human-approved unchanged suggestion. Matched signals for app_technical_issue: work, issue.",HUMAN_REVIEWED,app_technical_issue,"Matched signals for app_technical_issue: work, issue."
80942,80941,@SpotifyCares 😭😭😭😂😂😂😂,other_unclear,Human-approved unchanged suggestion. No taxonomy signal was detected; human review is required.,HUMAN_REVIEWED,other_unclear,No taxonomy signal was detected; human review is required.
1834459,1834454,@SpotifyCares This does not help.. I actually think it is bugged as it hasnt changed in weeks with only 1 song related that I have no disliked and removed,playback_audio_issue,Human-approved unchanged suggestion. Matched signals for playback_audio_issue: song.,HUMAN_REVIEWED,playback_audio_issue,Matched signals for playback_audio_issue: song.
2442928,2442922,@SpotifyCares is this right https://t.co/xOQEGoNN6M,other_unclear,Human-approved unchanged suggestion. No taxonomy signal was detected; human review is required.,HUMAN_REVIEWED,other_unclear,No taxonomy signal was detected; human review is required.
1679842,1679841,@SpotifyCares 1 album,playlist_library_downloads,Human-approved unchanged suggestion. Matched signals for playlist_library_downloads: album.,HUMAN_REVIEWED,playlist_library_downloads,Matched signals for playlist_library_downloads: album.
2095141,2095140,"@SpotifyCares @115888 The only step I haven't tried yet is the ""manage devices"", all the rest I've done or is irrelevant. Would that possibly work? Cause I see two problems:
-Individual songs over time deleting themselves
-All download buttons reset and all music gone at once",app_technical_issue,"Human-approved unchanged suggestion. Matched signals for app_technical_issue: work, problem.",HUMAN_REVIEWED,app_technical_issue,"Matched signals for app_technical_issue: work, problem."
841998,841997,"@SpotifyCares Thank you for replying!!Can't wait for Spotify to release in India!!🙂",other_unclear,Human-approved unchanged suggestion. No taxonomy signal was detected; human review is required.,HUMAN_REVIEWED,other_unclear,No taxonomy signal was detected; human review is required.
1316887,1316881,@SpotifyCares But it only happens with Spotify? Nice handball thanks for nothing,other_unclear,Human-approved unchanged suggestion. No taxonomy signal was detected; human review is required.,HUMAN_REVIEWED,other_unclear,No taxonomy signal was detected; human review is required.
2920759,2920758,"@SpotifyCares PC, Windows 10, v. 1.0.68.407",device_platform_compatibility,Human-approved unchanged suggestion. Matched signals for device_platform_compatibility: windows.,HUMAN_REVIEWED,device_platform_compatibility,Matched signals for device_platform_compatibility: windows.
2887775,620343,@SpotifyCares Should you not give you members a better deal my son loves listening to his music and pays his £9-99 you should try and be fair with everyone,playback_audio_issue,Human-approved unchanged suggestion. Matched signals for playback_audio_issue: music.,HUMAN_REVIEWED,playback_audio_issue,Matched signals for playback_audio_issue: music.
2240459,2240458,@SpotifyCares All sorted now! But thanks for the response :),other_unclear,Human-approved unchanged suggestion. No taxonomy signal was detected; human review is required.,HUMAN_REVIEWED,other_unclear,No taxonomy signal was detected; human review is required.
1021648,1021646,@SpotifyCares Ok hang on,other_unclear,Human-approved unchanged suggestion. No taxonomy signal was detected; human review is required.,HUMAN_REVIEWED,other_unclear,No taxonomy signal was detected; human review is required.
429245,429239,"@SpotifyCares Started doing it again yesterday. However, the same issue occurs when I use iTunes now, so, it must be an iOS problem.",app_technical_issue,"Human-approved unchanged suggestion. Matched signals for app_technical_issue: issue, problem.",HUMAN_REVIEWED,app_technical_issue,"Matched signals for app_technical_issue: issue, problem."
1649291,1649290,@SpotifyCares Why would I️ do this when you’ve already bashed the idea? https://t.co/HVaThml7LD,feature_or_policy_information,Human-approved unchanged suggestion. Matched signals for feature_or_policy_information: why.,HUMAN_REVIEWED,feature_or_policy_information,Matched signals for feature_or_policy_information: why.
2352389,2352385,@SpotifyCares I deleted and reinstalled but that did not fix it,other_unclear,Human-approved unchanged suggestion. No taxonomy signal was detected; human review is required.,HUMAN_REVIEWED,other_unclear,No taxonomy signal was detected; human review is required.
1776741,1776740,@SpotifyCares The most recent versions of both,other_unclear,Human-approved unchanged suggestion. No taxonomy signal was detected; human review is required.,HUMAN_REVIEWED,other_unclear,No taxonomy signal was detected; human review is required.
673024,673023,"@SpotifyCares Ok, thanks.",other_unclear,Human-approved unchanged suggestion. No taxonomy signal was detected; human review is required.,HUMAN_REVIEWED,other_unclear,No taxonomy signal was detected; human review is required.
2417409,2417408,@SpotifyCares If you sort that I’ll finally be able to get rid of iTunes once and for all,other_unclear,Human-approved unchanged suggestion. No taxonomy signal was detected; human review is required.,HUMAN_REVIEWED,other_unclear,No taxonomy signal was detected; human review is required.
1283285,1283281,@SpotifyCares Yes but the problem returns,app_technical_issue,Human-approved unchanged suggestion. Matched signals for app_technical_issue: problem.,HUMAN_REVIEWED,app_technical_issue,Matched signals for app_technical_issue: problem.
1615804,1615799,@SpotifyCares Yes,other_unclear,Human-approved unchanged suggestion. No taxonomy signal was detected; human review is required.,HUMAN_REVIEWED,other_unclear,No taxonomy signal was detected; human review is required.
2318230,2318226,@SpotifyCares Still none :( https://t.co/PqzrhPe9f4,other_unclear,Human-approved unchanged suggestion. No taxonomy signal was detected; human review is required.,HUMAN_REVIEWED,other_unclear,No taxonomy signal was detected; human review is required.
2251776,2251775,@SpotifyCares That really is not my issue. Ads for businesses in Chicago are of no use to me and playing them for me is of no use for those businesses. Why are you playing Chicago ads for some almost 3 hours away?,other_unclear,"Human-approved unchanged suggestion. Signals are tied between: app_technical_issue, feature_or_policy_information; human review is required.",HUMAN_REVIEWED,other_unclear,"Signals are tied between: app_technical_issue, feature_or_policy_information; human review is required."
1156902,1156901,@SpotifyCares The songs called Looking for a star (Can't get you out my head) by Xxxtentacion. It's off the album revenge. But y'all took the whole album off...,playlist_library_downloads,Human-approved unchanged suggestion. Matched signals for playlist_library_downloads: album.,HUMAN_REVIEWED,playlist_library_downloads,Matched signals for playlist_library_downloads: album.
2798549,110063,@SpotifyCares Sorry for the language indeed.,other_unclear,Human-approved unchanged suggestion. No taxonomy signal was detected; human review is required.,HUMAN_REVIEWED,other_unclear,No taxonomy signal was detected; human review is required.
888587,888576,@SpotifyCares New update tomorrow ?,app_technical_issue,Human-approved unchanged suggestion. Matched signals for app_technical_issue: update.,HUMAN_REVIEWED,app_technical_issue,Matched signals for app_technical_issue: update.
2973973,2973972,@SpotifyCares Yes please! Last year’s playlist is so much fun to look back on.,playlist_library_downloads,Human-approved unchanged suggestion. Matched signals for playlist_library_downloads: playlist.,HUMAN_REVIEWED,playlist_library_downloads,Matched signals for playlist_library_downloads: playlist.
2972967,2972072,@SpotifyCares Same error message. https://t.co/c5C2ZRnM4o,app_technical_issue,Human-approved unchanged suggestion. Matched signals for app_technical_issue: error.,HUMAN_REVIEWED,app_technical_issue,Matched signals for app_technical_issue: error.
206623,206622,@SpotifyCares You’ve responded with this same bogus reply a million times. Don’t respond unless you’re actually going to listen to your customers,playback_audio_issue,Human-approved unchanged suggestion. Matched signals for playback_audio_issue: listen.,HUMAN_REVIEWED,playback_audio_issue,Matched signals for playback_audio_issue: listen.
2293859,2293855,@SpotifyCares Okay i hope,other_unclear,Human-approved unchanged suggestion. No taxonomy signal was detected; human review is required.,HUMAN_REVIEWED,other_unclear,No taxonomy signal was detected; human review is required.
1607066,1607065,@SpotifyCares i have subscribed to premium account but why still registered as a free account user? i try to log out then log in but nothing changes,account_access,"Human-approved unchanged suggestion. Matched signals for account_access: log in, account.",HUMAN_REVIEWED,account_access,"Matched signals for account_access: log in, account."
1710269,1710268,@SpotifyCares @518150 Do it ASAP please 😅,other_unclear,Human-approved unchanged suggestion. No taxonomy signal was detected; human review is required.,HUMAN_REVIEWED,other_unclear,No taxonomy signal was detected; human review is required.
1591183,1591182,@SpotifyCares @432273 I am also experiencing this issue and can’t seem to get it fixed.,app_technical_issue,Human-approved unchanged suggestion. Matched signals for app_technical_issue: issue.,HUMAN_REVIEWED,app_technical_issue,Matched signals for app_technical_issue: issue.
2854451,2854450,@SpotifyCares That sorted it thanks,other_unclear,Human-approved unchanged suggestion. No taxonomy signal was detected; human review is required.,HUMAN_REVIEWED,other_unclear,No taxonomy signal was detected; human review is required.
2118706,2118704,"@SpotifyCares Hi guys, thanks for the link. I already clean my cache regularly (~ every month), but I would love not to have to do that :) (thus, automatically cleaning old cached files). I'm on nexus, so I can't use a SD, sadly. Plus, app doesn't need that much data for real.",app_technical_issue,Human-approved unchanged suggestion. Matched signals for app_technical_issue: app.,HUMAN_REVIEWED,app_technical_issue,Matched signals for app_technical_issue: app.
1211419,1211415,"@SpotifyCares That’s sad, but thanks!",other_unclear,Human-approved unchanged suggestion. No taxonomy signal was detected; human review is required.,HUMAN_REVIEWED,other_unclear,No taxonomy signal was detected; human review is required.
110106,110101,"@SpotifyCares Hi I'm on a Samsung S7 Edge, Android 7.0 and Spotify version 8.4.28.875 armV7. Thanks",device_platform_compatibility,Human-approved unchanged suggestion. Matched signals for device_platform_compatibility: android.,HUMAN_REVIEWED,device_platform_compatibility,Matched signals for device_platform_compatibility: android.
1952766,1952762,"@SpotifyCares Yes they are. But, it takes couple of minutes to open a song or search a song properly at the first starts(when you open the app first time)",other_unclear,"Human-approved unchanged suggestion. Signals are tied between: playback_audio_issue, app_technical_issue; human review is required.",HUMAN_REVIEWED,other_unclear,"Signals are tied between: playback_audio_issue, app_technical_issue; human review is required."
2307489,2307488,"@SpotifyCares Thank you for responding, Spotify. Great customer service.",other_unclear,Human-approved unchanged suggestion. No taxonomy signal was detected; human review is required.,HUMAN_REVIEWED,other_unclear,No taxonomy signal was detected; human review is required.
2414555,2414554,"@SpotifyCares Hi - I waited a day or so to try again this morning, the same issue is happening.",app_technical_issue,Human-approved unchanged suggestion. Matched signals for app_technical_issue: issue.,HUMAN_REVIEWED,app_technical_issue,Matched signals for app_technical_issue: issue.
898863,898859,"@SpotifyCares sad, okay thank you!!",other_unclear,Human-approved unchanged suggestion. No taxonomy signal was detected; human review is required.,HUMAN_REVIEWED,other_unclear,No taxonomy signal was detected; human review is required.
227511,227507,@SpotifyCares @170262 This isn’t a fix as it just reverts back. You need to update the app,app_technical_issue,"Human-approved unchanged suggestion. Matched signals for app_technical_issue: app, update.",HUMAN_REVIEWED,app_technical_issue,"Matched signals for app_technical_issue: app, update."
2788002,2788001,@SpotifyCares @778299 Everything is SO good on their end that dozens of people are reporting server errors and possible hacks on Twitter.,feature_or_policy_information,Human-approved unchanged suggestion. Matched signals for feature_or_policy_information: possible.,HUMAN_REVIEWED,feature_or_policy_information,Matched signals for feature_or_policy_information: possible.
1406397,1406391,"@SpotifyCares i have an iphone 7, ios11, and i have spotify premium",other_unclear,"Human-approved unchanged suggestion. Signals are tied between: subscription_plan_billing, device_platform_compatibility; human review is required.",HUMAN_REVIEWED,other_unclear,"Signals are tied between: subscription_plan_billing, device_platform_compatibility; human review is required."
2861327,2861326,@SpotifyCares hi i love u but there's no reply,other_unclear,Human-approved unchanged suggestion. No taxonomy signal was detected; human review is required.,HUMAN_REVIEWED,other_unclear,No taxonomy signal was detected; human review is required.
1948845,1948844,@SpotifyCares Five years and counting... Make it happen! 😊,other_unclear,Human-approved unchanged suggestion. No taxonomy signal was detected; human review is required.,HUMAN_REVIEWED,other_unclear,No taxonomy signal was detected; human review is required.
1992416,1992415,@SpotifyCares Great thanks. I'm a bit confused on the same address section. Can I not add my brother then if we don't share the same address?,feature_or_policy_information,Human-approved unchanged suggestion. Matched signals for feature_or_policy_information: can i.,HUMAN_REVIEWED,feature_or_policy_information,Matched signals for feature_or_policy_information: can i.
857988,857986,@SpotifyCares Thanks yeah it comes up with a blue strip that says 'This song is not available. If you have the file on your computer you can import it.',feature_or_policy_information,"Human-approved unchanged suggestion. Matched signals for feature_or_policy_information: available, can i.",HUMAN_REVIEWED,feature_or_policy_information,"Matched signals for feature_or_policy_information: available, can i."
337866,337865,@SpotifyCares thx mate,other_unclear,Human-approved unchanged suggestion. No taxonomy signal was detected; human review is required.,HUMAN_REVIEWED,other_unclear,No taxonomy signal was detected; human review is required.
2381855,2381854,@SpotifyCares I sent it,other_unclear,Human-approved unchanged suggestion. No taxonomy signal was detected; human review is required.,HUMAN_REVIEWED,other_unclear,No taxonomy signal was detected; human review is required.
1162282,1162281,@SpotifyCares Oooo got it,other_unclear,Human-approved unchanged suggestion. No taxonomy signal was detected; human review is required.,HUMAN_REVIEWED,other_unclear,No taxonomy signal was detected; human review is required.
782933,782932,"@SpotifyCares All sorted now, thanks",other_unclear,Human-approved unchanged suggestion. No taxonomy signal was detected; human review is required.,HUMAN_REVIEWED,other_unclear,No taxonomy signal was detected; human review is required.
788969,788963,"@SpotifyCares be honest you have no intention of adding this feature, requested 6 years ago. and no update from you do spotify really care?",other_unclear,"Human-approved unchanged suggestion. Signals are tied between: app_technical_issue, feature_or_policy_information; human review is required.",HUMAN_REVIEWED,other_unclear,"Signals are tied between: app_technical_issue, feature_or_policy_information; human review is required."
2692968,2692967,@SpotifyCares thank you!!!,other_unclear,Human-approved unchanged suggestion. No taxonomy signal was detected; human review is required.,HUMAN_REVIEWED,other_unclear,No taxonomy signal was detected; human review is required.
743547,743543,@SpotifyCares I noticed it today and I'm on private university wifi where each person has their own connection,other_unclear,Human-approved unchanged suggestion. No taxonomy signal was detected; human review is required.,HUMAN_REVIEWED,other_unclear,No taxonomy signal was detected; human review is required.
207206,207204,"@SpotifyCares Same as everything on this thread 👇🏾👇🏾

 https://t.co/3FWCYdN3rd",other_unclear,Human-approved unchanged suggestion. No taxonomy signal was detected; human review is required.,HUMAN_REVIEWED,other_unclear,No taxonomy signal was detected; human review is required.
574250,574249,@SpotifyCares Thank you. I greatly appreciate it. I reached out to them.,other_unclear,Human-approved unchanged suggestion. No taxonomy signal was detected; human review is required.,HUMAN_REVIEWED,other_unclear,No taxonomy signal was detected; human review is required.
2982072,2982071,@SpotifyCares Welp okay,other_unclear,Human-approved unchanged suggestion. No taxonomy signal was detected; human review is required.,HUMAN_REVIEWED,other_unclear,No taxonomy signal was detected; human review is required.
186181,186178,"@SpotifyCares Sure, 8.4.21.508 armV7",other_unclear,Human-approved unchanged suggestion. No taxonomy signal was detected; human review is required.,HUMAN_REVIEWED,other_unclear,No taxonomy signal was detected; human review is required.
590162,590161,@SpotifyCares Oké i Will. Thx! No problem,app_technical_issue,Human-approved unchanged suggestion. Matched signals for app_technical_issue: problem.,HUMAN_REVIEWED,app_technical_issue,Matched signals for app_technical_issue: problem.
